primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename
somgre1,[],"['adult', 'sex uncertain', 'song']",-33.1045,26.1106,Andropadus importunus,Sombre Greenbul,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/648493,somgre1/XC648493.ogg
grywrw1,[],['song'],-3.0675,36.7057,Calamonastes simplex,Gray Wren-Warbler,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/525932,grywrw1/XC525932.ogg
somgre1,[],['song'],-6.2633,39.4034,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/633894,somgre1/XC633894.ogg
somgre1,[],['call'],-31.0662,30.1804,Andropadus importunus,Sombre Greenbul,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/442436,somgre1/XC442436.ogg
rocmar2,[],['call'],-8.5004,35.9066,Ptyonoprogne fuligula,Rock Martin,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/517361,rocmar2/XC517361.ogg
rocmar2,[],['call'],-33.2331,23.3308,Ptyonoprogne fuligula,Rock Martin,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/387149,rocmar2/XC387149.ogg
afdfly1,[],['song'],7.529,38.799,Muscicapa adusta,African Dusky Flycatcher,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267173,afdfly1/XC267173.ogg
somtit4,['whbwea1'],['call'],0.6155,36.0059,Melaniparus thruppi,Somali Tit,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/444917,somtit4/XC444917.ogg
rocmar2,[],['Call'],22.798,59.236,Ptyonoprogne fuligula,Rock Martin,Thijs Fijen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/118190,rocmar2/XC118190.ogg
afdfly1,[],['song'],-7.7501,36.5001,Muscicapa adusta,African Dusky Flycatcher,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/115969,afdfly1/XC115969.ogg
nobfly1,[],"['adult', 'call']",-0.5636,34.1117,Melaenornis edolioides,Northern Black-Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/536674,nobfly1/XC536674.ogg
somgre1,['yertin1'],['song'],-26.1856,32.8951,Andropadus importunus,Sombre Greenbul,Niall Perrins,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/201449,somgre1/XC201449.ogg
luebus1,[],"['adult', 'call']",-1.0516,29.7783,Laniarius luehderi,Lühder's Bushshrike,Phil Gregory,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/608527,luebus1/XC608527.ogg
grywrw1,[],['call'],-2.7226,37.3809,Calamonastes simplex,Gray Wren-Warbler,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/374066,grywrw1/XC374066.ogg
rocmar2,[],['call'],-8.5004,35.9066,Ptyonoprogne fuligula,Rock Martin,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/517363,rocmar2/XC517363.ogg
somtit4,[],['call'],5.2013,40.0589,Melaniparus thruppi,Somali Tit,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/266414,somtit4/XC266414.ogg
somgre1,[],['song'],-6.4589,38.992,Andropadus importunus,Sombre Greenbul,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/154316,somgre1/XC154316.ogg
grywrw1,[],[''],0.614,36.008,Calamonastes simplex,Gray Wren-Warbler,Alwin van Lubeck,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/735138,grywrw1/XC735138.ogg
somgre1,[],['call'],-2.9965,37.6244,Andropadus importunus,Sombre Greenbul,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/436073,somgre1/XC436073.ogg
somgre1,['combul2'],"['call', 'song']",-4.4468,39.5352,Andropadus importunus,Sombre Greenbul,Simon Carter,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/383335,somgre1/XC383335.ogg
luebus1,[],['song'],-1.049,29.778,Laniarius luehderi,Lühder's Bushshrike,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/236849,luebus1/XC236849.ogg
somgre1,[],['song'],-6.1308,39.4999,Andropadus importunus,Sombre Greenbul,Meena Haribal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/609998,somgre1/XC609998.ogg
rocmar2,[],['call'],-8.4935,35.9031,Ptyonoprogne fuligula,Rock Martin,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/516847,rocmar2/XC516847.ogg
somgre1,[],['call'],-6.256,39.3761,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/633806,somgre1/XC633806.ogg
nobfly1,['combul2'],['song'],13.3485,-13.3765,Melaenornis edolioides,Northern Black-Flycatcher,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/421591,nobfly1/XC421591.ogg
somgre1,['barswa'],"['call', 'song']",-28.9621,31.762,Andropadus importunus,Sombre Greenbul,Faansie Peacock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/323368,somgre1/XC323368.ogg
afdfly1,"['amesun2', 'combul2']",['call'],-33.6533,26.4083,Muscicapa adusta,African Dusky Flycatcher,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/320822,afdfly1/XC320822.ogg
luebus1,[],['uncertain'],-1.7968,13.0195,Laniarius luehderi,Lühder's Bushshrike,BurBenj,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/671682,luebus1/XC671682.ogg
grywrw1,[],[''],-3.0583,36.7136,Calamonastes simplex,Gray Wren-Warbler,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://xeno-canto.org/703356,grywrw1/XC703356.ogg
somgre1,[],['call'],-34.0182,23.9024,Andropadus importunus,Sombre Greenbul,Dawie de Swardt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/412153,somgre1/XC412153.ogg
chespa1,[],['call'],-3.5573,36.6943,Passer eminibey,Chestnut Sparrow,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/379114,chespa1/XC379114.ogg
nobfly1,['combul2'],"['call', 'song']",9.6467,-1.7606,Melaenornis edolioides,Northern Black-Flycatcher,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/45814,nobfly1/XC45814.ogg
somgre1,[],['call'],-34.4508,19.4527,Andropadus importunus,Sombre Greenbul,Ted Floyd,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/430006,somgre1/XC430006.ogg
somgre1,[],['call'],-23.8058,29.9315,Andropadus importunus,Sombre Greenbul,Derek Solomon,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/453659,somgre1/XC453659.ogg
somgre1,[],['song'],-6.282511,39.408439,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/634048,somgre1/XC634048.ogg
somgre1,[],['call'],-32.1368,24.6561,Andropadus importunus,Sombre Greenbul,Alan Collett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/418504,somgre1/XC418504.ogg
somgre1,[],['song'],-33.4833,26.8333,Andropadus importunus,Sombre Greenbul,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/252585,somgre1/XC252585.ogg
somgre1,[],['song'],-34.3509,18.9259,Andropadus importunus,Sombre Greenbul,Ted Floyd,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/429387,somgre1/XC429387.ogg
chespa1,[],"['adult', 'call', 'female', 'male', 'song']",-3.3991,36.2643,Passer eminibey,Chestnut Sparrow,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/635368,chespa1/XC635368.ogg
somgre1,[],"['adult', 'call']",-2.9858,37.5975,Andropadus importunus,Sombre Greenbul,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/601133,somgre1/XC601133.ogg
luebus1,[],"['Duet', 'song']",-1.062,29.7865,Laniarius luehderi,Lühder's Bushshrike,Magnus Wadstein,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/545253,luebus1/XC545253.ogg
somgre1,[],"['call', 'sub-song']",-33.594,26.8969,Andropadus importunus,Sombre Greenbul,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/332318,somgre1/XC332318.ogg
somgre1,"['afrgos1', 'colsun2', 'rindov']",['song'],-33.4267,26.9172,Andropadus importunus,Sombre Greenbul,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/664680,somgre1/XC664680.ogg
somgre1,"['crohor1', 'reftin1']","['adult', 'subsong']",-33.4102,27.0253,Andropadus importunus,Sombre Greenbul,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/622666,somgre1/XC622666.ogg
somgre1,[],['call'],-34.3885,21.4158,Andropadus importunus,Sombre Greenbul,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/463799,somgre1/XC463799.ogg
somgre1,[],['song'],-33.7115,26.3607,Andropadus importunus,Sombre Greenbul,Christoph Groenewald,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/188927,somgre1/XC188927.ogg
grywrw1,[],['call'],-3.9026,35.7656,Calamonastes simplex,Gray Wren-Warbler,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/603141,grywrw1/XC603141.ogg
somtit4,[],"['adult', 'song']",-2.814,37.5034,Melaniparus thruppi,Somali Tit,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/600787,somtit4/XC600787.ogg
afbfly1,[],"['alarm call', 'call']",9.264,-1.8358,Elminia longicauda,African Blue Flycatcher,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/360444,afbfly1/XC360444.ogg
somgre1,"['ratcis1', 'reftin1']","['adult', 'call', 'sex uncertain', 'song']",-2.9858,37.5975,Andropadus importunus,Sombre Greenbul,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/607222,somgre1/XC607222.ogg
somgre1,[],['song'],-6.1308,39.4999,Andropadus importunus,Sombre Greenbul,Meena Haribal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/609999,somgre1/XC609999.ogg
somgre1,['rindov'],['song'],-15.9259,29.0292,Andropadus importunus,Sombre Greenbul,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/120252,somgre1/XC120252.ogg
rocmar2,[],[''],25.1164,55.1683,Ptyonoprogne fuligula,Rock Martin,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/735229,rocmar2/XC735229.ogg
luebus1,[],[''],-0.9909,29.6147,Laniarius luehderi,Lühder's Bushshrike,András Schmidt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/700536,luebus1/XC700536.ogg
somgre1,[],['call'],-33.2944,26.5113,Andropadus importunus,Sombre Greenbul,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/313301,somgre1/XC313301.ogg
somgre1,[],[''],-3.2636,39.9762,Andropadus importunus,Sombre Greenbul,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://xeno-canto.org/756106,somgre1/XC756106.ogg
somtit4,[],"['adult', 'call', 'sex uncertain', 'song']",-2.814,37.5034,Melaniparus thruppi,Somali Tit,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/647024,somtit4/XC647024.ogg
somgre1,[],['song'],-6.282511,39.408439,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/634041,somgre1/XC634041.ogg
somgre1,[],['call'],-5.999361,39.364556,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/633723,somgre1/XC633723.ogg
afdfly1,[],['song'],-0.636,34.117,Muscicapa adusta,African Dusky Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/333785,afdfly1/XC333785.ogg
somgre1,[],['song'],-6.282511,39.408439,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.0,https://www.xeno-canto.org/633827,somgre1/XC633827.ogg
somgre1,"['combul2', 'rindov']",['song'],-15.9259,29.0292,Andropadus importunus,Sombre Greenbul,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/120253,somgre1/XC120253.ogg
afdfly1,[],"['call', 'male']",0.6559,35.5111,Muscicapa adusta,African Dusky Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/396575,afdfly1/XC396575.ogg
chewea1,"['afmdov1', 'blnmou1']",['song'],9.5753,44.0319,Ploceus rubiginosus,Chestnut Weaver,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/172184,chewea1/XC172184.ogg
somgre1,"['litswi1', 'reccor']",['song'],-6.7832,39.2033,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1.5,https://www.xeno-canto.org/443072,somgre1/XC443072.ogg
somgre1,[],[''],-0.8279,37.6226,Andropadus importunus,Sombre Greenbul,Albert :-),Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/725221,somgre1/XC725221.ogg
somgre1,[],"['sex uncertain', 'song']",-34.3509,18.9259,Andropadus importunus,Sombre Greenbul,Jorge de Leon Cardozo & Susan Hochgraf,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/524800,somgre1/XC524800.ogg
somgre1,[],['song'],-1.0272,37.2805,Andropadus importunus,Sombre Greenbul,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/292284,somgre1/XC292284.ogg
somgre1,[],['song'],-6.256,39.3761,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/633696,somgre1/XC633696.ogg
afbfly1,[],['song'],3.915,11.4991,Elminia longicauda,African Blue Flycatcher,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/206826,afbfly1/XC206826.ogg
nobfly1,[],['song'],-0.6028,34.2605,Melaenornis edolioides,Northern Black-Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/364106,nobfly1/XC364106.ogg
grywrw1,['ratcis1'],"['adult', 'call', 'sex uncertain']",-2.814,37.5034,Calamonastes simplex,Gray Wren-Warbler,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/647033,grywrw1/XC647033.ogg
afbfly1,"['grbcam1', 'scrcha1']","['adult', 'male', 'song']",3.8891,11.5103,Elminia longicauda,African Blue Flycatcher,Andres Angulo Rubiano,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/530142,afbfly1/XC530142.ogg
somgre1,[],"['adult', 'call', 'male']",-23.8519,29.9912,Andropadus importunus,Sombre Greenbul,Dawie de Swardt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,http://xeno-canto.org/690132,somgre1/XC690132.ogg
somgre1,[],['song'],-33.3203,26.5471,Andropadus importunus,Sombre Greenbul,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/253154,somgre1/XC253154.ogg
somtit4,[],"['adult', 'song']",-2.814,37.5034,Melaniparus thruppi,Somali Tit,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/600786,somtit4/XC600786.ogg
somgre1,[],['song'],-6.256,39.3761,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/634204,somgre1/XC634204.ogg
somgre1,[],['call'],-33.9838,23.5478,Andropadus importunus,Sombre Greenbul,Dawie de Swardt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/412148,somgre1/XC412148.ogg
somtit4,"['brubru1', 'wbswea1']","['adult', 'song']",-2.814,37.5034,Melaniparus thruppi,Somali Tit,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/600785,somtit4/XC600785.ogg
somgre1,['reftin1'],['song'],-4.2434,39.6018,Andropadus importunus,Sombre Greenbul,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/118217,somgre1/XC118217.ogg
somgre1,[],['song'],-4.4468,39.5352,Andropadus importunus,Sombre Greenbul,Simon Carter,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/383333,somgre1/XC383333.ogg
afdfly1,[],['call'],-33.9362,18.7612,Muscicapa adusta,African Dusky Flycatcher,Shannon Ronaldson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/298436,afdfly1/XC298436.ogg
afdfly1,[],['call'],-1.0173,36.6781,Muscicapa adusta,African Dusky Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/289790,afdfly1/XC289790.ogg
somgre1,[],['call'],-6.7832,39.2033,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/443519,somgre1/XC443519.ogg
luebus1,[],"['call', 'song']",-0.989,29.616,Laniarius luehderi,Lühder's Bushshrike,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/430675,luebus1/XC430675.ogg
grywrw1,[],['song'],-2.7904,38.1342,Calamonastes simplex,Gray Wren-Warbler,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/364373,grywrw1/XC364373.ogg
somgre1,[],['song'],-26.8926,32.858,Andropadus importunus,Sombre Greenbul,Tom Wulf,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/392022,somgre1/XC392022.ogg
somgre1,[],['song'],-33.9865,18.4327,Andropadus importunus,Sombre Greenbul,Sander Bot,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/126514,somgre1/XC126514.ogg
somgre1,[],"['adult', 'sex uncertain', 'song']",-33.323,26.6263,Andropadus importunus,Sombre Greenbul,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/656708,somgre1/XC656708.ogg
somgre1,[],['call'],-33.5423,26.6061,Andropadus importunus,Sombre Greenbul,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/377508,somgre1/XC377508.ogg
somgre1,[],['song'],-34.3509,18.9259,Andropadus importunus,Sombre Greenbul,Sander Bot,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/126530,somgre1/XC126530.ogg
afbfly1,[],['song'],0.0675,30.0723,Elminia longicauda,African Blue Flycatcher,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/432526,afbfly1/XC432526.ogg
afdfly1,[],"['adult', 'sex uncertain', 'song']",-33.1927,26.8324,Muscicapa adusta,African Dusky Flycatcher,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/645933,afdfly1/XC645933.ogg
afdfly1,[],['call'],-11.4261,24.6602,Muscicapa adusta,African Dusky Flycatcher,Dries Van de Loock,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/585211,afdfly1/XC585211.ogg
chewea1,"['eswdov1', 'rebhor1']",['song'],0.5824,37.5861,Ploceus rubiginosus,Chestnut Weaver,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/234619,chewea1/XC234619.ogg
somgre1,[],['song'],-32.1738,24.5933,Andropadus importunus,Sombre Greenbul,Alan Collett,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/418500,somgre1/XC418500.ogg
somgre1,[],['call'],-33.9793,23.8964,Andropadus importunus,Sombre Greenbul,Dawie de Swardt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/412176,somgre1/XC412176.ogg
somgre1,[],['call'],-33.98,25.6509,Andropadus importunus,Sombre Greenbul,Tony Archer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/500534,somgre1/XC500534.ogg
nobfly1,"['afrthr1', 'combul2']",['song'],12.954,-16.7403,Melaenornis edolioides,Northern Black-Flycatcher,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/475512,nobfly1/XC475512.ogg
somgre1,[],"['dawn song', 'song']",-22.1357,35.4449,Andropadus importunus,Sombre Greenbul,Niall Perrins,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/652451,somgre1/XC652451.ogg
somgre1,[],['song'],-1.1367,37.2564,Andropadus importunus,Sombre Greenbul,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/120612,somgre1/XC120612.ogg
rocmar2,[],['call'],-8.5004,35.9066,Ptyonoprogne fuligula,Rock Martin,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/517362,rocmar2/XC517362.ogg
somgre1,[],['call'],-27.8085,32.346,Andropadus importunus,Sombre Greenbul,World Birdwatch,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.0,https://www.xeno-canto.org/563927,somgre1/XC563927.ogg
somgre1,['combul2'],['call'],-6.7832,39.2033,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/443514,somgre1/XC443514.ogg
somgre1,[],['song'],-34.004,22.5475,Andropadus importunus,Sombre Greenbul,Catriona Leven,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.0,https://www.xeno-canto.org/146483,somgre1/XC146483.ogg
nobfly1,['combul2'],"['call', 'song']",-1.2231,35.028,Melaenornis edolioides,Northern Black-Flycatcher,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/200988,nobfly1/XC200988.ogg
