primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename
barswa,[],['flight call'],37.1866,-7.4373,Hirundo rustica,Barn Swallow,Nelson Conceição,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/486212,barswa/XC486212.ogg
barswa,[],"['call', 'life stage uncertain', 'sex uncertain']",45.5998,-122.6089,Hirundo rustica,Barn Swallow,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/624441,barswa/XC624441.ogg
barswa,[],['song'],35.0307,-120.6205,Hirundo rustica,Barn Swallow,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/129647,barswa/XC129647.ogg
barswa,[],"['adult', 'alarm call', 'call', 'flight call', 'sex uncertain', 'song']",39.1905,16.7893,Hirundo rustica,Barn Swallow,Gianluca Congi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/679411,barswa/XC679411.ogg
barswa,[],[''],19.3551,-99.0467,Hirundo rustica,Barn Swallow,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/698511,barswa/XC698511.ogg
barswa,[],"['begging call', 'juvenile']",52.1346,5.1221,Hirundo rustica,Barn Swallow,Frank Roos,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/394763,barswa/XC394763.ogg
barswa,[],"['life stage uncertain', 'nocturnal flight call', 'sex uncertain']",41.2243,1.7254,Hirundo rustica,Barn Swallow,Sergi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/672572,barswa/XC672572.ogg
barswa,[],"['adult', 'alarm call', 'female', 'flight call', 'juvenile', 'male', 'sex uncertain', 'song']",57.02,-6.2922,Hirundo rustica,Barn Swallow,Sean Morris,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,http://xeno-canto.org/671127,barswa/XC671127.ogg
barswa,[],['call'],23.828,120.7929,Hirundo rustica,Barn Swallow,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/567606,barswa/XC567606.ogg
barswa,[],"['begging call', 'call', 'juvenile', 'wing beat']",53.1234,-1.9189,Hirundo rustica,Barn Swallow,Dominic Garcia-Hall,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/383832,barswa/XC383832.ogg
barswa,[],"['alarm call', 'flight call']",44.2353,132.1466,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/267430,barswa/XC267430.ogg
barswa,[],['song'],29.1834,-108.1226,Hirundo rustica,Barn Swallow,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/337985,barswa/XC337985.ogg
barswa,[],['juvenile'],40.9965,9.6276,Hirundo rustica,Barn Swallow,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/495726,barswa/XC495726.ogg
barswa,[],"['adult', 'flight call']",53.5267,22.8439,Hirundo rustica,Barn Swallow,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/663190,barswa/XC663190.ogg
barswa,[],['call'],25.5451,49.8359,Hirundo rustica,Barn Swallow,Gregory Askew,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/624780,barswa/XC624780.ogg
barswa,[],"['adult', 'song']",52.8858,23.8293,Hirundo rustica,Barn Swallow,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/664995,barswa/XC664995.ogg
barswa,[],"['call', 'male']",37.4868,-5.9435,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/178328,barswa/XC178328.ogg
barswa,[],[''],51.915,16.8478,Hirundo rustica,Barn Swallow,Grzegorz Lorek,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/747404,barswa/XC747404.ogg
barswa,[],"['adult', 'sex uncertain', 'song']",39.1886,16.7889,Hirundo rustica,Barn Swallow,Gianluca Congi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/679407,barswa/XC679407.ogg
barswa,[],['flight call'],50.8399,3.3177,Hirundo rustica,Barn Swallow,Eddy Scheinpflug,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/234296,barswa/XC234296.ogg
barswa,[],"['adult', 'call', 'duet', 'female', 'male']",52.2028,13.093,Hirundo rustica,Barn Swallow,Regina Eidner,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/645358,barswa/XC645358.ogg
barswa,[],"['call', 'song']",30.0801,-99.5027,Hirundo rustica,Barn Swallow,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/141346,barswa/XC141346.ogg
barswa,[],['call'],51.6424,105.5332,Hirundo rustica,Barn Swallow,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/457812,barswa/XC457812.ogg
barswa,[],['alarm call'],19.2405,-99.4966,Hirundo rustica,Barn Swallow,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/253349,barswa/XC253349.ogg
barswa,[],"['adult', 'call', 'female', 'flight call', 'male', 'song']",42.8297,-8.6479,Hirundo rustica,Barn Swallow,Jacobo Ramil MIllarengo,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/630247,barswa/XC630247.ogg
barswa,[],['flight call'],48.8659,1.9428,Hirundo rustica,Barn Swallow,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/554132,barswa/XC554132.ogg
barswa,[],"['adult', 'call', 'song']",43.6269,-79.329,Hirundo rustica,Barn Swallow,Thomas Ryder Payne,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/636527,barswa/XC636527.ogg
barswa,[],[''],52.7605,-4.7884,Hirundo rustica,Barn Swallow,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/736807,barswa/XC736807.ogg
barswa,[],"['male', 'song']",49.634,26.2213,Hirundo rustica,Barn Swallow,Ruslan Mazuryk,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/484700,barswa/XC484700.ogg
barswa,[],['call'],49.8699,127.6447,Hirundo rustica,Barn Swallow,Tom Wulf,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/339819,barswa/XC339819.ogg
barswa,[],['alarm call'],40.6052,-74.2495,Hirundo rustica,Barn Swallow,William Whitehead,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/480227,barswa/XC480227.ogg
barswa,[],['call'],-37.7181,-57.4445,Hirundo rustica,Barn Swallow,Bernabe Lopez-Lanus,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/46803,barswa/XC46803.ogg
barswa,[],[''],44.5305,6.2619,Hirundo rustica,Barn Swallow,Falco,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/741978,barswa/XC741978.ogg
barswa,[],['Begging calls'],53.061,11.457,Hirundo rustica,Barn Swallow,Volker Arnold,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/147199,barswa/XC147199.ogg
barswa,[],"['call', 'female', 'flight call', 'male', 'song']",36.4172,-6.1459,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/361218,barswa/XC361218.ogg
barswa,[],"['adult', 'male', 'song']",28.1688,-108.2081,Hirundo rustica,Barn Swallow,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/677086,barswa/XC677086.ogg
barswa,[],['call'],58.4406,14.2356,Hirundo rustica,Barn Swallow,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/343867,barswa/XC343867.ogg
barswa,[],['call'],57.2367,18.6766,Hirundo rustica,Barn Swallow,Mikael Litsgård,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/289358,barswa/XC289358.ogg
barswa,[],[''],63.5988,20.7618,Hirundo rustica,Barn Swallow,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/727116,barswa/XC727116.ogg
barswa,[],['song'],-37.7214,-57.4295,Hirundo rustica,Barn Swallow,Bernabe Lopez-Lanus,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/52061,barswa/XC52061.ogg
barswa,[],['flight call'],56.0897,47.2577,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/270309,barswa/XC270309.ogg
barswa,[],['song'],51.6424,105.5332,Hirundo rustica,Barn Swallow,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/457816,barswa/XC457816.ogg
barswa,[],[''],-33.2377,26.9574,Hirundo rustica,Barn Swallow,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/713037,barswa/XC713037.ogg
barswa,[],['song'],44.0635,1.9515,Hirundo rustica,Barn Swallow,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/644162,barswa/XC644162.ogg
barswa,[],"['adult', 'call']",50.78,-120.433,Hirundo rustica,Barn Swallow,Peter Ward and Ken Hall,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/511280,barswa/XC511280.ogg
barswa,[],"['alarm call', 'begging call', 'call', 'juvenile']",43.1905,40.385,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/193514,barswa/XC193514.ogg
barswa,[],"['adult', 'call', 'juvenile', 'sex uncertain', 'song']",69.6049,18.8321,Hirundo rustica,Barn Swallow,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/674251,barswa/XC674251.ogg
barswa,[],['song'],51.9534,-3.8271,Hirundo rustica,Barn Swallow,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/421348,barswa/XC421348.ogg
barswa,[],"['call', 'female', 'flight call', 'male', 'song']",36.4172,-6.1459,Hirundo rustica,Barn Swallow,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/361814,barswa/XC361814.ogg
barswa,[],['song'],48.6355,1.676,Hirundo rustica,Barn Swallow,Tanguy Loïs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/635917,barswa/XC635917.ogg
barswa,[],"['call', 'sex uncertain', 'song']",30.0801,-99.5027,Hirundo rustica,Barn Swallow,Daniel Errichetti,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/642584,barswa/XC642584.ogg
barswa,[],"['Begging calls from 3 nestlings in nest.', 'begging call', 'call']",18.9897,-99.2546,Hirundo rustica,Barn Swallow,Jorge Daniel Ruiz Contreras,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/269815,barswa/XC269815.ogg
barswa,[],"['adult', 'flight call', 'juvenile']",52.8858,23.8293,Hirundo rustica,Barn Swallow,Ireneusz Oleksik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/664981,barswa/XC664981.ogg
barswa,[],[''],41.8074,-8.8626,Hirundo rustica,Barn Swallow,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/742351,barswa/XC742351.ogg
barswa,[],"['call', 'flight call']",52.8769,10.2875,Hirundo rustica,Barn Swallow,Sven Kransel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/672484,barswa/XC672484.ogg
barswa,[],"['adult', 'alarm call', 'call', 'flight call', 'male']",51.3052,23.1216,Hirundo rustica,Barn Swallow,Jarek Matusiak,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/609237,barswa/XC609237.ogg
barswa,[],"['call', 'flight call', 'song']",46.0192,61.846,Hirundo rustica,Barn Swallow,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/184414,barswa/XC184414.ogg
barswa,[],['song'],59.1789,37.442,Hirundo rustica,Barn Swallow,Dmitry Kulakov,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/309534,barswa/XC309534.ogg
barswa,[],['song'],47.9963,10.9543,Hirundo rustica,Barn Swallow,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/379571,barswa/XC379571.ogg
barswa,[],"['flight call', 'life stage uncertain', 'sex uncertain']",41.2243,1.7254,Hirundo rustica,Barn Swallow,Sergi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/675784,barswa/XC675784.ogg
barswa,[],"['male', 'song']",58.4213,26.2352,Hirundo rustica,Barn Swallow,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/653437,barswa/XC653437.ogg
barswa,[],[''],19.3551,-99.0467,Hirundo rustica,Barn Swallow,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/698512,barswa/XC698512.ogg
