primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename
somgre1,['rindov'],"['adult', 'sex uncertain', 'song']",-33.4465,26.8509,Andropadus importunus,Sombre Greenbul,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/665001,somgre1/XC665001.ogg
nobfly1,"['combul2', 'gyhspa1', 'laudov1']",['song'],13.3485,-13.3765,Melaenornis edolioides,Northern Black-Flycatcher,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/421223,nobfly1/XC421223.ogg
luebus1,[],"['call', 'song']",-0.989,29.616,Laniarius luehderi,Lühder's Bushshrike,Bram Vogels,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/430676,luebus1/XC430676.ogg
somgre1,['combul2'],['song'],-6.7832,39.2033,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/440351,somgre1/XC440351.ogg
somgre1,[],['song'],-3.8054,39.833,Andropadus importunus,Sombre Greenbul,Anne Ndung'u,Creative Commons Attribution-ShareAlike 4.0,3.0,https://www.xeno-canto.org/405116,somgre1/XC405116.ogg
somgre1,[],['song'],-32.2179,26.5772,Andropadus importunus,Sombre Greenbul,Diego Caiafa,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/193677,somgre1/XC193677.ogg
somgre1,[],"['call', 'female', 'male']",-33.2946,26.5116,Andropadus importunus,Sombre Greenbul,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/263489,somgre1/XC263489.ogg
somgre1,[],['song'],-4.4468,39.5352,Andropadus importunus,Sombre Greenbul,Simon Carter,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/383338,somgre1/XC383338.ogg
rocmar2,[],['flight call'],7.4103,38.4255,Ptyonoprogne fuligula,Rock Martin,Cedric Mroczko,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/569608,rocmar2/XC569608.ogg
somgre1,['combul2'],['call'],-6.7832,39.2033,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/443513,somgre1/XC443513.ogg
afdfly1,[],['call'],-1.278,34.9683,Muscicapa adusta,African Dusky Flycatcher,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/344501,afdfly1/XC344501.ogg
rocmar2,[],['flight call'],30.1061,35.0129,Ptyonoprogne fuligula,Rock Martin,Thomas Lüthi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/322625,rocmar2/XC322625.ogg
somtit4,[],[''],0.2925,36.8989,Melaniparus thruppi,Somali Tit,Alexander Schlatmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://xeno-canto.org/748262,somtit4/XC748262.ogg
somgre1,"['combul2', 'litswi1']",['call'],-6.7832,39.2033,Andropadus importunus,Sombre Greenbul,Louis A. Hansen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/443520,somgre1/XC443520.ogg
grywrw1,[],['song'],0.4711,35.9115,Calamonastes simplex,Gray Wren-Warbler,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/205933,grywrw1/XC205933.ogg
afdfly1,['reftin1'],['song'],-33.594,26.8969,Muscicapa adusta,African Dusky Flycatcher,Tim Cockcroft,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/342019,afdfly1/XC342019.ogg
